total_decision_steps,total_minutes,final_metrics,moe_cumulative_reward,propagation_factor,scenario,scenario_name,scenario_path,ignition_pos,sim_seed,delta_moe_total,fire_detection_delay_minutes,response_time_seconds
7,70.0,"{'burnt_area_m2': 236925.0, 'fire_cost_eur': 34742.4, 'casualties': 124.0, 'emissions_tonnes': 62.04}",0.9991266023408025,0.0,Palisades,Palisades copy.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades copy.json,"(70041.24460280314, 67742.63323586341)",174726,-0.0005506286175823716,60.0,3600.0
21,210.0,"{'burnt_area_m2': 992475.0, 'fire_cost_eur': 138787.6, 'casualties': 495.0, 'emissions_tonnes': 247.84}",0.9963846683599943,0.0,Palisades,Palisades copy.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades copy.json,"(67936.24460280128, 71767.63323586388)",387376,-0.0031021940613829013,60.0,3600.0
22,220.0,"{'burnt_area_m2': 6556125.0, 'fire_cost_eur': 762549.2, 'casualties': 2723.0, 'emissions_tonnes': 1361.7}",-0.022901492106938592,1.0,Palisades,Palisades copy.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades copy.json,"(71721.24460280128, 67497.63323586341)",79028,-1.0206805430909294,60.0,3600.0
9,90.0,"{'burnt_area_m2': 423000.0, 'fire_cost_eur': 59026.8, 'casualties': 210.0, 'emissions_tonnes': 105.41}",0.9984603516359547,0.0,Palisades,Palisades copy.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades copy.json,"(70266.24460280314, 68762.63323586388)",485987,-0.0010179153418646836,60.0,3600.0
23,230.0,"{'burnt_area_m2': 8346100.0, 'fire_cost_eur': 964796.0, 'casualties': 3445.0, 'emissions_tonnes': 1722.85}",-0.029116013213264735,1.0,Palisades,Palisades copy.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades copy.json,"(72036.24460280314, 67702.63323586294)",883353,-1.028315302137056,60.0,3600.0
23,230.0,"{'burnt_area_m2': 1743825.0, 'fire_cost_eur': 238812.0, 'casualties': 793.0, 'emissions_tonnes': 1193.14}",0.9922681746398385,0.0,Palisades,Palisades copy.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades copy.json,"(67421.24460280128, 68197.63323586248)",529173,-0.006600551939519139,60.0,3600.0
1,10.0,"{'burnt_area_m2': 225.0, 'fire_cost_eur': 0.0, 'casualties': 0.0, 'emissions_tonnes': 0.0}",0.999999380983823,0.0,Palisades,Palisades copy.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades copy.json,"(67966.24460280128, 70662.63323586388)",309571,0.0,60.0,3600.0
15,150.0,"{'burnt_area_m2': 794125.0, 'fire_cost_eur': 109552.8, 'casualties': 391.0, 'emissions_tonnes': 195.63}",0.9971165377437065,0.0,Palisades,Palisades copy.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades copy.json,"(70316.24460280128, 67767.63323586201)",690152,-0.002094459929634418,60.0,3600.0
12,120.0,"{'burnt_area_m2': 480800.0, 'fire_cost_eur': 69258.0, 'casualties': 247.0, 'emissions_tonnes': 123.68}",0.9982356796454435,0.0,Palisades,Palisades copy.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades copy.json,"(70131.24460280314, 67912.63323586388)",583383,-0.0013605096976321285,60.0,3600.0
25,250.0,"{'burnt_area_m2': 10903575.0, 'fire_cost_eur': 1252258.0, 'casualties': 4472.0, 'emissions_tonnes': 2236.18}",-0.03798626952103368,1.0,Palisades,Palisades copy.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades copy.json,"(72031.24460280314, 67977.6332358648)",998187,-1.0361882326560892,60.0,3600.0
26,260.0,"{'burnt_area_m2': 11353950.0, 'fire_cost_eur': 1305077.2, 'casualties': 4660.0, 'emissions_tonnes': 2330.49}",-0.03956174301971249,1.0,Palisades,Palisades copy.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades copy.json,"(71666.24460280314, 68167.63323586294)",403825,-1.037551084714842,60.0,3600.0
15,150.0,"{'burnt_area_m2': 425400.0, 'fire_cost_eur': 217315336.8, 'casualties': 2403.0, 'emissions_tonnes': 1446.52}",0.9937870382557766,0.0,Palisades,Palisades copy.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades copy.json,"(70436.24460280128, 70347.63323586388)",576173,-0.004319646719717629,60.0,3600.0
27,270.0,"{'burnt_area_m2': 1821150.0, 'fire_cost_eur': 240732.8, 'casualties': 859.0, 'emissions_tonnes': 429.88}",0.9934545535259572,0.0,Palisades,Palisades copy.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades copy.json,"(68276.24460280314, 68437.63323586294)",859431,-0.006130954609415262,60.0,3600.0
12,120.0,"{'burnt_area_m2': 422675.0, 'fire_cost_eur': 63123.2, 'casualties': 225.0, 'emissions_tonnes': 112.72}",0.9984348138433157,0.0,Palisades,Palisades copy.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades copy.json,"(71666.24460280314, 70142.63323586341)",347684,-0.001255360268321959,60.0,3600.0
29,290.0,"{'burnt_area_m2': 8150900.0, 'fire_cost_eur': 949267.2, 'casualties': 3390.0, 'emissions_tonnes': 1695.12}",-0.0284802991293599,1.0,Palisades,Palisades copy.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades copy.json,"(71576.24460280128, 68067.63323586341)",605584,-1.0273331755991872,60.0,3600.0
29,290.0,"{'burnt_area_m2': 9098225.0, 'fire_cost_eur': 1055793.2, 'casualties': 3770.0, 'emissions_tonnes': 1885.35}",-0.031765784244095596,1.0,Palisades,Palisades copy.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades copy.json,"(71651.24460280314, 68012.63323586388)",720240,-1.0306065508940034,60.0,3600.0
31,310.0,"{'burnt_area_m2': 11486425.0, 'fire_cost_eur': 1329339.2, 'casualties': 4747.0, 'emissions_tonnes': 2373.82}",-0.0400812874137525,1.0,Palisades,Palisades copy.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades copy.json,"(70946.24460280128, 67937.63323586201)",697494,-1.0393274996825157,60.0,3600.0
10,100.0,"{'burnt_area_m2': 533375.0, 'fire_cost_eur': 73248.0, 'casualties': 261.0, 'emissions_tonnes': 130.8}",0.9980657997206355,0.0,Palisades,Palisades copy.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades copy.json,"(69171.24460280128, 67442.63323586388)",783121,-0.0013088097713724878,60.0,3600.0
32,320.0,"{'burnt_area_m2': 2830225.0, 'fire_cost_eur': 445563.2, 'casualties': 1251.0, 'emissions_tonnes': 5193.4}",0.9812762997345124,0.0,Palisades,Palisades copy.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades copy.json,"(67271.24460280314, 68247.63323586341)",4108,-0.017621307430117472,60.0,3600.0
17,170.0,"{'burnt_area_m2': 5483225.0, 'fire_cost_eur': 637758618.15, 'casualties': 8570.0, 'emissions_tonnes': 11758.92}",-0.04546370235636332,1.0,Palisades,Palisades copy.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades copy.json,"(68206.24460280128, 70927.63323586341)",110701,-1.0427502331905774,60.0,3600.0
10,100.0,"{'burnt_area_m2': 472250.0, 'fire_cost_eur': 66192.0, 'casualties': 236.0, 'emissions_tonnes': 118.2}",0.9982788131010824,0.0,Palisades,Palisades copy.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades copy.json,"(67401.24460280128, 71632.63323586341)",204760,-0.0012918724666065584,60.0,3600.0
38,380.0,"{'burnt_area_m2': 6640850.0, 'fire_cost_eur': 791792.4, 'casualties': 2827.0, 'emissions_tonnes': 1413.91}",-0.023320758332276648,1.0,Palisades,Palisades copy.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades copy.json,"(70951.24460280128, 68167.63323586294)",991348,-1.0226253397038099,60.0,3600.0
38,380.0,"{'burnt_area_m2': 12638775.0, 'fire_cost_eur': 353956873.6, 'casualties': 8728.0, 'emissions_tonnes': 4716.56}",-0.05149365756225832,1.0,Palisades,Palisades copy.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades copy.json,"(72086.24460280128, 68502.63323586434)",282273,-1.0510110857748254,60.0,3600.0
7,70.0,"{'burnt_area_m2': 227125.0, 'fire_cost_eur': 34291.6, 'casualties': 122.0, 'emissions_tonnes': 61.23}",0.9991567743535156,0.0,Palisades,Palisades copy.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades copy.json,"(70196.24460280128, 68077.63323586388)",899085,-0.0005640221913488785,60.0,3600.0
26,260.0,"{'burnt_area_m2': 4094400.0, 'fire_cost_eur': 745802.8, 'casualties': 1759.0, 'emissions_tonnes': 1064.33}",-0.014758949599548044,1.0,Palisades,Palisades copy.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades copy.json,"(67776.24460280314, 71737.63323586294)",974173,-1.014365212730243,60.0,3600.0
14,140.0,"{'burnt_area_m2': 583550.0, 'fire_cost_eur': 84442.4, 'casualties': 301.0, 'emissions_tonnes': 150.79}",0.9978563274009294,0.0,Palisades,Palisades copy.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades copy.json,"(69301.24460280128, 68262.63323586294)",14059,-0.0016125610439859939,60.0,3600.0
29,290.0,"{'burnt_area_m2': 2767225.0, 'fire_cost_eur': 348737.2, 'casualties': 1245.0, 'emissions_tonnes': 622.75}",0.9901624758882153,0.0,Palisades,Palisades copy.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades copy.json,"(68001.24460280314, 67982.63323586294)",876128,-0.00850578931512258,60.0,3600.0
26,260.0,"{'burnt_area_m2': 13806750.0, 'fire_cost_eur': 1580586.0, 'casualties': 5644.0, 'emissions_tonnes': 2822.47}",-0.04806749555170553,1.0,Palisades,Palisades copy.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades copy.json,"(72126.24460280128, 68102.63323586388)",80392,-1.0456063165048448,60.0,3600.0
43,430.0,"{'burnt_area_m2': 1807400.0, 'fire_cost_eur': 170257769.6, 'casualties': 2618.0, 'emissions_tonnes': 1506.64}",0.9897527592065803,0.0,Palisades,Palisades copy.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades copy.json,"(70536.24460280314, 69987.63323586341)",3394,-0.00951236723565374,60.0,3600.0
20,200.0,"{'burnt_area_m2': 5548075.0, 'fire_cost_eur': 151456145.88, 'casualties': 3790.0, 'emissions_tonnes': 5260.42}",-0.028642066971794167,1.0,Palisades,Palisades copy.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades copy.json,"(68101.24460280314, 71317.63323586248)",792294,-1.0263170096677587,60.0,3600.0
17,170.0,"{'burnt_area_m2': 6434125.0, 'fire_cost_eur': 535084560.02, 'casualties': 7942.0, 'emissions_tonnes': 9621.69}",-0.04335043248495862,1.0,Palisades,Palisades copy.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades copy.json,"(67321.24460280128, 70662.63323586388)",352633,-1.0418280846987882,60.0,3600.0
16,160.0,"{'burnt_area_m2': 5023050.0, 'fire_cost_eur': 199889291.07, 'casualties': 4046.0, 'emissions_tonnes': 5304.49}",-0.02755827894161278,1.0,Palisades,Palisades copy.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades copy.json,"(67376.24460280314, 71227.6332358648)",724323,-1.0255803293462562,60.0,3600.0
31,310.0,"{'burnt_area_m2': 13969650.0, 'fire_cost_eur': 1606914.4, 'casualties': 5738.0, 'emissions_tonnes': 2869.49}",-0.04868361068936111,1.0,Palisades,Palisades copy.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades copy.json,"(71256.24460280314, 67942.63323586248)",644487,-1.0474741835582941,60.0,3600.0
39,390.0,"{'burnt_area_m2': 16585475.0, 'fire_cost_eur': 99906674.0, 'casualties': 7789.0, 'emissions_tonnes': 3992.78}",-0.059858007819217685,1.0,Palisades,Palisades copy.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades copy.json,"(72056.24460280314, 68607.63323586341)",14524,-1.059264768332501,60.0,3600.0
10,100.0,"{'burnt_area_m2': 494375.0, 'fire_cost_eur': 67816.0, 'casualties': 242.0, 'emissions_tonnes': 121.1}",0.9982074161485586,0.0,Palisades,Palisades copy.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades copy.json,"(70561.24460280128, 68277.63323586341)",107220,-0.0011206710688471677,60.0,3600.0
20,200.0,"{'burnt_area_m2': 7741800.0, 'fire_cost_eur': 1891006043.5, 'casualties': 21965.0, 'emissions_tonnes': 19958.1}",-0.08010000194732358,1.0,Palisades,Palisades copy.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades copy.json,"(68436.24460280128, 71182.63323586341)",500706,-1.077615707062423,60.0,3600.0
26,260.0,"{'burnt_area_m2': 2207425.0, 'fire_cost_eur': 281836.8, 'casualties': 1006.0, 'emissions_tonnes': 503.28}",0.9921294493131707,0.0,Palisades,Palisades copy.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades copy.json,"(68231.24460280314, 68292.63323586388)",198891,-0.007292603621404048,60.0,3600.0
13,130.0,"{'burnt_area_m2': 840175.0, 'fire_cost_eur': 110672.8, 'casualties': 395.0, 'emissions_tonnes': 197.63}",0.9969827006890597,0.0,Palisades,Palisades copy.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades copy.json,"(71931.24460280314, 70772.63323586341)",989461,-0.0020444688071378225,60.0,3600.0
15,150.0,"{'burnt_area_m2': 1260350.0, 'fire_cost_eur': 161134.4, 'casualties': 575.0, 'emissions_tonnes': 287.74}",0.9955049842531383,0.0,Palisades,Palisades copy.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades copy.json,"(69331.24460280128, 67757.63323586388)",313164,-0.003391056732799047,60.0,3600.0
15,150.0,"{'burnt_area_m2': 568025.0, 'fire_cost_eur': 126330835.2, 'casualties': 1551.0, 'emissions_tonnes': 903.24}",0.9952586984669166,0.0,Palisades,Palisades copy.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades copy.json,"(70646.24460280314, 70542.63323586294)",178917,-0.0038372993410227263,60.0,3600.0
58,580.0,"{'burnt_area_m2': 13129125.0, 'fire_cost_eur': 1544312.0, 'casualties': 5515.0, 'emissions_tonnes': 2757.7}",-0.045972281840010676,1.0,Palisades,Palisades copy.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades copy.json,"(70716.24460280128, 69197.63323586294)",509893,-1.0450758631986783,60.0,3600.0
37,370.0,"{'burnt_area_m2': 12682125.0, 'fire_cost_eur': 1468460.0, 'casualties': 5244.0, 'emissions_tonnes': 2622.25}",-0.044258519355439674,1.0,Palisades,Palisades copy.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades copy.json,"(71056.24460280314, 68267.63323586388)",124340,-1.0437408208072156,60.0,3600.0
15,150.0,"{'burnt_area_m2': 6254350.0, 'fire_cost_eur': 468079679.62, 'casualties': 7186.0, 'emissions_tonnes': 10103.84}",-0.0430567473975727,1.0,Palisades,Palisades copy.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades copy.json,"(67581.24460280128, 70892.63323586434)",655023,-1.040133056303886,60.0,3600.0
63,630.0,"{'burnt_area_m2': 11822650.0, 'fire_cost_eur': 20651680.0, 'casualties': 5198.0, 'emissions_tonnes': 2618.5}",-0.04187356373295381,1.0,Palisades,Palisades copy.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades copy.json,"(71171.24460280314, 69462.63323586248)",393731,-1.0412029726765515,60.0,3600.0
25,250.0,"{'burnt_area_m2': 11005700.0, 'fire_cost_eur': 1265950.0, 'casualties': 4521.0, 'emissions_tonnes': 2260.62}",-0.03835464693523993,1.0,Palisades,Palisades copy.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades copy.json,"(71756.24460280128, 68122.63323586294)",857365,-1.0361394742411418,60.0,3600.0
64,640.0,"{'burnt_area_m2': 22317125.0, 'fire_cost_eur': 1160160526.47, 'casualties': 20992.0, 'emissions_tonnes': 15008.53}",-0.10900286127221315,1.0,Palisades,Palisades copy.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades copy.json,"(71216.24460280128, 69652.63323586388)",264749,-1.1074034751520956,60.0,3600.0
17,170.0,"{'burnt_area_m2': 5263550.0, 'fire_cost_eur': 262948121.07, 'casualties': 4764.0, 'emissions_tonnes': 7370.84}",-0.03283744834364166,1.0,Palisades,Palisades copy.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades copy.json,"(67951.24460280128, 71152.63323586341)",657152,-1.0303712384735721,60.0,3600.0
49,490.0,"{'burnt_area_m2': 5892700.0, 'fire_cost_eur': 720014.4, 'casualties': 2571.0, 'emissions_tonnes': 1285.74}",-0.020804851828272075,1.0,Palisades,Palisades copy.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades copy.json,"(70776.24460280314, 68562.63323586341)",157201,-1.0200845368445026,60.0,3600.0
66,660.0,"{'burnt_area_m2': 18058400.0, 'fire_cost_eur': 977094666.0, 'casualties': 17230.0, 'emissions_tonnes': 9590.48}",-0.08358970731431481,1.0,Palisades,Palisades copy.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades copy.json,"(71221.24460280128, 69707.63323586248)",156200,-1.0824263516556352,60.0,3600.0
39,390.0,"{'burnt_area_m2': 8121025.0, 'fire_cost_eur': 959487.2, 'casualties': 3426.0, 'emissions_tonnes': 1713.37}",-0.028462889698812943,1.0,Palisades,Palisades copy.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades copy.json,"(71121.24460280128, 68542.63323586388)",247881,-1.0278938322612907,60.0,3600.0
68,680.0,"{'burnt_area_m2': 12605450.0, 'fire_cost_eur': 1497983.2, 'casualties': 5349.0, 'emissions_tonnes': 2674.97}",-0.044235549963841714,1.0,Palisades,Palisades copy.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades copy.json,"(71486.24460280128, 70077.63323586434)",688746,-1.0436909190280146,60.0,3600.0
19,190.0,"{'burnt_area_m2': 4662525.0, 'fire_cost_eur': 273885275.6, 'casualties': 4640.0, 'emissions_tonnes': 7446.19}",-0.031238445195936215,1.0,Palisades,Palisades copy.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades copy.json,"(67451.24460280128, 70457.63323586341)",532514,-1.0301528174790586,60.0,3600.0
3,30.0,"{'burnt_area_m2': 6200.0, 'fire_cost_eur': 48752564.4, 'casualties': 494.0, 'emissions_tonnes': 322.04}",0.9988939680747093,0.0,Palisades,Palisades copy.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades copy.json,"(70436.24460280128, 70212.63323586248)",410320,-0.0007828167315629964,60.0,3600.0
